Job Title,Company,Location,Skills,Salary Min,Salary Max,Posted Date,Apply URL,Description
SELEZIONE PUBBLICA PER TITOLI ED ESAMI PER LâASSUNZIONE A TEMPO DETERMINATO DI 2 FUNZIONARI PROFILO ECONOMISTA,Dipartimento della Funzione Pubblica,"Torino, Torino, Piemonte, Italia",Not Specified,0,0,2026-07-02T07:15:47+00:00,https://remoteOK.com/remote-jobs/remote-selezione-pubblica-per-titoli-ed-esami-per-lassunzione-a-tempo-determinato-di-2-funzionari-profilo-economista-dipartimento-della-funzione-pubblica-1134465,"Ã indetta una selezione pubblica, per valutazione dei titoli e per esami, finalizzata allâassunzione atempo determinato della durata di ventiquattro mesi, ai sensi dellâart. 2, comma 30, della legge 14novembre 1995, n. 481, e dellâart. 18 del Regolamento sul trattamento giuridico ed economicodellâAutoritÃ  di regolazione dei trasporti (di seguito: AutoritÃ ), di n. 2 posti nel profilo di economista (cod. FE-TD).Il trattamento economico annuo lordo attribuito a ciascun posto messo a selezione Ã¨ quello previstoper la qualifica di Funzionario III, livello 6, dalle tabelle stipendiali contenute nel vigenteRegolamento sul trattamento giuridico ed economico dellâAutoritÃ .Il contratto di lavoro a tempo determinato ha durata di ventiquattro mesi decorrenti dalla data dieffettiva presa di servizio. Il contratto Ã¨ rinnovabile, in presenza di ragioni oggettive e previadelibera dell'AutoritÃ , per periodi successivi di pari durata (ventiquattro mesi ciascuno), per unmassimo di due rinnovi.Il profilo oggetto di selezione e le esperienze richieste sono dettagliate nel bando allegato e al suo annesso.Please mention the word **PRESTIGIOUS** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Computer Aided Design Designer,Indovance Inc,"Pune Division, Pune Division, Maharashtra, India","design, vfx, designer, technical, dev, marketing, exec, medical, engineer, digital nomad",0,0,2026-07-02T06:51:25+00:00,https://remoteOK.com/remote-jobs/remote-computer-aided-design-designer-indovance-inc-1134470,"Job Position: Design Engineer (CAD)Qualification: *BE CivilExperience: Minimum of 1 to 2 years of CAD experienceLocation: Narhe- Pune (Monday to Friday) for 3months then Work from HomeShift Time: GeneralSoftware Skills: Proficient in AutoCAD, AutoCAD 3DDomain Knowledge Required: Strong knowledge of international building codes, construction and architectural standardsPersonal Attributes:  Ability to work under pressure and meet tight deadlines with accuracy.Must Have:â¢ Precision-Driven: Sharp eyes for accuracy and a sense of pride in delivering flawless technical work.â¢ Analytical Mindset: Excellent numerical and analytical skills to solve complex spatial or structural challenges.â¢ Accountability: Ability to take full ownership of personal responsibilities and project timelines.â¢ Soft Skills: Excellent organizational, communication, and inter-departmental coordination skills.Good to Have:â¢ Adaptability: An open mindset toward evolving technologies and changes in project scope.â¢ Proactivity: Ability to take initiative and anticipate project needs before they become critical.â¢ Problem-Solving: Demonstrated capability to troubleshoot modeling issues or design conflicts.â¢ Management: Strong personnel management skills for potential lead or supervisory roles.BenefitsLearning &amp; development programsGrowth-oriented organizationProcess-driven workTransparent work cultureYoung &amp; vibrant environmentWork-life balanceHealth insuranceAnnual health check-upPlease mention the word **HARDIER** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Heading,bankari.sk,"Kanke, ",Not Specified,0,0,2026-07-02T02:01:59+00:00,https://remoteOK.com/remote-jobs/remote-heading-bankari-sk-1134386,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Suspendisse varius enim in eros elementum tristique. Duis cursus, mi quis viverra ornare, eros dolor interdum nulla, ut commodo diam libero vitae erat. Aenean faucibus nibh et justo cursus id rutrum lorem imperdiet. Nunc ut sem vitae risus tristique posuere.Please mention the word **BREATHTAKINGLY** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Asesor call center Remoto lima o provincia,Shalom,"La Victoria, La Victoria, PerÃº",microsoft,0,0,2026-07-02T01:04:42+00:00,https://remoteOK.com/remote-jobs/remote-asesor-call-center-remoto-lima-o-provincia-shalom-1134427,"RequisitosExperiencia mÃ­nima de 3 meses en Call Center.Dominio de ComputaciÃ³n y Microsoft office (nivel usuario).Manejo de clientes crÃ­ticos.Correcta comunicaciÃ³n oral y escrita.Contar con equipo para realizar TRABAJO REMOTODisponibilidad para laborar de L - D (descansos rotativos)FuncionesBrindar un trato cordial a todos los clientes.Atender de manera eficaz y eficiente las llamadas telefÃ³nicas.Dar soluciÃ³n efectiva a los problemas, dudas y requerimientos de los clientes.Brindar asesorÃ­a a los clientes en caso de consultas telefÃ³nicas y/o virtuales con amabilidad y rapidez.Otras funciones inherentes al cargo o que le asigne el jefe inmediato.BeneficiosIngreso a planilla con los beneficios de leySalario acorde al mercado: S/565Bono por teletrabajoAgradable ambiente laboralPlease mention the word **TROPHY** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Industry Officer,"Department of Justice and Community Safety, Victoria","Geelong, ","sys admin, infosec, education, customer support, exec, ops, recruiter, full time",0,0,2026-07-02T00:53:35+00:00,https://remoteOK.com/remote-jobs/remote-industry-officer-department-of-justice-and-community-safety-victoria-1134377,"About This RoleHelp people build practical skills for life after prison.Train prisoners in real workplaces across varied industry settings.Enjoy hands-on work where every day brings something different.Join a supportive team while building safer communities through meaningful work.Ongoing, full-time role earning $85,787 - $98,651 per year, plus super.What You Will DoAs industry officer, you will help prisoners build work skills in prison industry areas.You will support safe daily operations while meeting production and training goals.You Willtrain and supervise prisoners in commercial and service industry work areasmaintain safe workplaces by following security, safety and operational proceduresmonitor production, stock, records and equipment to support daily operationscoach prisoners to build practical skills and improve future employment opportunitieswork with your team to improve processes, complete reports and meet production goals.About YouA trade qualification or relevant experience in cabinet making, joinery, timber or metal fabrication is highly desirable. A current forklift licence is preferred.You Should Also Haveexperience working in a trade or industrial setting while meeting production targetsknowledge of prison industry procedures or the ability to learn them quicklyunderstanding of Lean manufacturing principles and safe work practicesstrong teamwork, resilience and communication skills with a focus on continuous improvement.To learn even more about this role, please read the position description.If you have any further questions, feel free to email Paul Donald at paul.donald@justice.vic.gov.au.Aboriginal and/or Torres Strait Islander (Aboriginal) people are strongly encouraged to apply. Learn more about our Aboriginal workforce strategy.How To ApplyPlease click the Apply button on this advertisement. Applications should include a resume and covering letter. Attachments can be uploaded in .doc, .docx, .pdf, .txt or .rtf formats.The successful candidate will be required to undergo pre-employment checks which may include national police checks and misconduct screening.If you require adjustments to the recruitment and selection process, or require an alternative format to any of the application material, please don't hesitate to get in touch with the contact person listed on this ad.Important InformationChild safe statement of commitmentThe Department of Justice and Community Safety is committed to the safety and wellbeing of children and young people. We seek to prevent harm of any kind impacting children and young people and have zero tolerance for racism, child abuse and inequality. Children and young people's rights, relationships, identity, and culture must be recognised and respected, their voices heard, and their concerns acted upon. We aim to foster a culturally safe, child safe and child friendly environment for all children and young people we have contact with, deliver services to, or are impacted by our work.Please mention the word **INTERESTING** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Creative,The Elites,"London, ","design, react, consulting, technical, dev, web dev, javascript, css, html, exec, senior, junior, sys admin, engineer, digital nomad, teaching, education, customer support, copywriting, ops, travel, speech, video, finance, content writing, excel, golang, medical",0,0,2026-07-02T00:35:53+00:00,https://remoteOK.com/remote-jobs/remote-creative-the-elites-1134415,"We are Wiser, a global, award-winning Employer Brand agency.We build employer brands to guide the best in the biz into their dream career with our clients.Weâre a home for people who think big and expect more. We transform a companyâs employer brand internally and externally and change cultures from the ground up.With creative, strategic and early talent experts in-house, our clients have a single partnership with Wiser and we deliver end to end campaigns helping them to attract and retain the best talent globally.We believe that people will do their best work when they're in a space that enables it. And that's what we've shaped at Wiser - a culture where everyone can be real and back themselves, surrounded by high performers who take ownership of their career and make moves, no matter what their background.To find out more about us, take a look at our website wearewiser.comor check us out on Instagram @wearewiser.WHAT'S THE CRAIC WITH THE TEAM?Our creative team sit at the heart of Wiser, a group of generalists that can ideate, copywrite and art direct as the brief requires. They come up with our biggest ideas, and support our tactical campaigns. Taking research backed brand strategy and insights and making them into campaign concepts, film scripts and more that move candidates and employees to action.WHAT WILL YOU SPEND YOUR TIME DOING?Youâll be responsible for creative outputs across our largest account: a US based media, telecoms and entertainment business working directly with our CCOYouâll be responsible for creative ideation, coming up with concepts that span social, campaigns, films and copyYouâll create topical content tapping into global events working at speed to stay ahead of cultural moments and trendsYouâll digest and understand existing brand guidelines and develop our clientâs corporate and employer brand over time through creative thinking, delivering projects to a standard that ignores the ordinaryYouâll be the creative voice in the room, advocating for smart and brave creative that drives measurable resultsYouâll be able to translate results of campaigns and social engagement into best practice that drive our work forwardWHAT ARE WE LOOKING FOR?4+ years of experience in a creative role in-house or within an agencyExperience working on a US based accountStrong ideation and copywriting skillsAn ability to express big ideas in a simple way, and showcase ideas end to endAn understanding of building brands - from insights through to measurementAn interest in how people behave and what drives themFlexibility to adapt to US working hours when neededWHAT'S IN IT FOR YOU?A Happiness team whose role is to make Wiser the best place to work possible. Whether itâs keeping the office stocked up with snacks, sending you a care package when youâre poorly, or planning the next Wiser party, they make the office a much happier placeA culture calendar full of options - from black tie to sports day, book club or run club, thereâs something for everyone.Weâre pretty proud of the space we have here - from phone booths to walking pads, all the way to a rainforest for focus-timeâ¦ whatever vibe you need, you can find it here.The W breakfast - our Happiness team makes sure everyone starts the day right with a hotel-worthy breakfast spread. Fancy coffee tap and unlimited fizzies on offer too.On top of your holiday allowance, the office also closes for up to 2 weeks over the festive period so we can all recharge before coming back in the new year.Wiser Bank Holiday - a beloved Purple People tradition in the form of an extra day off in October each year to celebrate our first ever million-pound-month (Yep, it happened in 2022 and we still celebrate)Moving House Day - one of lifeâs most stressful events made easier by an extra day off.Work from Anywhere - everyone has a number of days to work from home or wherever they fancy. Whether itâs staying home to snuggle your cat or working from Greece for a week in the summer, WFA is the answer.Learning &amp; development - our monthly âWiser Wayâ days give you the chance to choose from a selection of training modules taught by our leaders. Whether itâs how to craft the perfect deck with our Creative Director, how to speak confidently about commercials with our CFO, or get some tips on managing for the first time with our Head of People, the schedule has something for everyoneTherapy - with 5 therapists to choose from, each year you can get up to x3 therapy sessions subsidised through Wiser to take either here in our own secret Log Cabin, externally or online (you pay Â£20 a session and we cover the rest)Vitality Health Insurance - full coverage once youâve passed probation. From necessities like the dentist, doctors and opticians, to mega rewards like Champneys, gym and travel discounts, itâs a winner.Gymbox - once passing probation, you can access our exclusive Wiser x Gymbox partnership where you can bag your Gymbox membership for less than half price.The Road to Wiser... Apply (Go on...do it) Intro call w/ George or Mez on our Talent Team Video call w/ the hiring manager Task &amp; Tour of our gaff High Performance Offer Deck (HiPOD) w/ our COO, Anna.At Wiser, weâre committed to fostering a culture where everyone feels empowered to be themselves and inspired to excel. We know that true creativity and innovation thrive when diversity is celebrated and everyone is given equal access to opportunities. Thatâs why we welcome applicants from all backgrounds, regardless of race, ethnicity, gender identity, sexual orientation, age, religion, ability, or socioeconomic status.We believe that everyone should feel comfortable and be able to back themselves in an inclusive environment where individuality is celebrated. Weâre building a team as diverse as the brands we work with, and our aim is to change the way people think about work.If youâre passionate about making meaningful moves in an environment thatâs as inclusive as it is high-performing, we canât wait to see what youâll bring to Wiser. Feel free to reach out to our Talent Team if you need any adjustments to make our hiring process more accessible.Please mention the word **TRIUMPHANTLY** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
12 jobs that pay well without a degree,Bluefield Daily Telegraph,"Paying, ","video, non tech",0,0,2026-07-01T23:06:25+00:00,https://remoteOK.com/remote-jobs/remote-12-jobs-that-pay-well-without-a-degree-bluefield-daily-telegraph-1134387,"Want a high-paying job but donât have time to complete a four-year degree? If you choose the right...Read more5 Ways to Be a Better Listener (And Improve Your Job Search)Shut up. Thatâs right. Shut up. Iâm not being rude. Iâm trying to help you with your job...Read moreEight Tips for Interviewing Online SuccessfullyWhether youâre looking for a remote position or a local position, companies often use online video (Google Meet,...Read moreBilingual Jobs and Presenting Your Languages Skills on Your ResumeBilingual employees can earn up to 5-20 percent more per hour than their counterparts. Highlighting your language skills is a unique way...Read moreThings to do After your Job InterviewWrite a Thank You Note Regardless of how well a job interview went or how interested you are...Read more15 Restaurants That Pay Well for Fast Food JobsFast-food jobs are one of the most popular among U.S. workers, with more than 4.5 million people working...Read morePlease mention the word **PAMPERED** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Clinical Proofreader Editor,4 Corner Resources,"New York, New York, New York, United States","salesforce, education, customer support, marketing, finance, microsoft, exec, excel, medical, recruiter, analyst, sys admin, dev, testing, travel, speech, accounting, senior, ops, stats, digital nomad, design, technical, seo, ads, sales, full time, hr, supervisor, saas, infosec, consulting, coordinator, strategy, video, content writing, internship, writer",0,0,2026-07-01T21:26:07+00:00,https://remoteOK.com/remote-jobs/remote-clinical-proofreader-editor-4-corner-resources-1134406,"Clinical Writer/Editor Role Overview:4 Corner Resources is currently seeking a detail-oriented Clinical Proofreader/Editor to ensure compliance, accuracy, and quality in member and provider correspondence. This position involves reviewing clinical system events, collaborating with internal teams, and ensuring adherence to state and federal regulations while maintaining corporate branding standards.&nbsp;This position is a 100% remote role. It is a 6-month contract with the potential for extension.&nbsp;&nbsp;Clinical Writer/Editor&nbsp;Key Responsibilities:Complete assigned correspondence tasks promptly and within designated timeframes. Identify gaps in processes and provide actionable feedback to reduce errors and improve overall quality. Review member and provider communications to ensure consistency with the clinical system (TruCare) and compliance with regulatory guidelines. Audit and analyze correspondence to confirm accuracy with TruCare records and ensure the appropriate templates are utilized correctly. Work closely with care managers, leadership, and peer reviewers to maintain compliance with regulatory-mandated communications. Assess correspondence for accurate medical terminology and adherence to departmental policies and applicable regulations. Support the organization in managing the lifecycle of correspondence, including creation, storage, secure retrieval, and proper archiving. Maintain consistency in all correspondence by adhering to corporate branding standards. Take on other responsibilities as assigned. &nbsp;Clinical Writer/Editor Qualifications:Possession of a high school diploma or equivalent (GED). Exceptional skills in both written and verbal communication. Strong abilities in organization and time management. Ability to meet production targets of 35 letters per day and 200 letters per week. Proven critical thinking and creative problem-solving capabilities. Relevant professional experience within the healthcare industry. An associate degree in a healthcare-related field is preferred. Working knowledge of MS SharePoint. Hands-on experience with Utilization Management, government healthcare programs, and managed care processes, including organizational determinations, approvals, denials, appeals, and grievances. Adept at performing moderately complex communication tasks, with experience in training others and collaborating across teams. Demonstrated adaptability to evolving tasks and a professional, objective approach to collaboration. &nbsp;&nbsp;Clinical Writer/Editor Pay Rate: Starting at $25+/HR&nbsp;&nbsp;Clinical Writer/Editor Schedule:Regular Hours: Monday-Friday, 11:00 AM to 8:00 PM (ET)4CR3&nbsp;Please mention the word **ATTUNE** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Event Coordinator,Lockheed Martin,"North Charleston, ","design, consulting, exec, customer support, testing, marketing, web dev, video, education, seo, content writing, senior, ops, sales, golang, medical, digital nomad, travel, finance, stats, engineer, shopify, speech, full time, part time, hr, c, legal, coordinator",0,0,2026-07-01T21:02:35+00:00,https://remoteOK.com/remote-jobs/remote-event-coordinator-lockheed-martin-1134452,"Basic Qualifications High school diploma or equivalent. 2+ years of experience in event coordination, project administration, or similar roles, preferably in a government or contractor environment. Demonstrated ability to manage multiple concurrent events and resources.Job DescriptionWHAT WE'RE DOINGAt Lockheed Martin Rotary and Mission Systems, we are inspired by innovation and integrity. We believe that by applying the highest standards of business ethics and creative thinking, everything is within our reach â and yours as a Lockheed Martin employee. Lockheed Martin values your skills, training and education. Come and experience your future!THE WORKThe Event Coordinator is responsible for endâtoâend planning, resource allocation, and scheduling of NCRC Events and Cyber Table Tops (CTTs). The incumbent will assign personnel, manage physical resources, monitor capacity, mitigate overâutilization, and provide timely status reporting and risk notifications to the government customer. This role requires strong attention to detail, proactive risk management, and the ability to present clear reports to leadership.Who We AreOur customers are world-wide and so is our reputation for creating original solutions with the latest technologies. Our products keep our customers safe and bring them home to their families at night.We provide the resources, inspiration, and focus - if you have the resourcefulness and perseverance to work hard, then we want to create a better tomorrow with you.Who You AreYou thrive in a collaborative, multidisciplinary engineering environment and are committed to delivering best-in-class products and solutions.WHY JOIN USWe believe that owning your career and having the freedom to make critical business decisions is key to making a real impact.With the autonomy to use your skills and expertise in innovative ways, you can take on exciting challenges and help solve some of the world's most pressing problems.#RMSPMDesired Skills Exceptional attention to detail and organizational ability. Strong analytical skills; comfortable working with spreadsheets and basic data analysis. Excellent written and verbal communication; confident presenting to senior leadership and government stakeholders. Proactive problemâsolving mindset; ability to work independently and make decisions that mitigate risk. Familiarity with project management tools (e.g., MS Project, Saviom, SharePoint) and reporting platforms (e.g., PowerBI, Tableau) is a plus. Ability to thrive in a fully remote work setting; selfâdiscipline and reliable internet connectivity.Other Important InformationBy applying to this job, you are expressing interest in this position and could be considered for other career opportunities where similar skills and requirements have been identified as a match. Should this match be identified you may be contacted for this and future openings.Ability to work remotelyPart-time Remote Telework: The employee selected for this position will work part of their work schedule remotely and part of their work schedule at a designated Lockheed Martin facility. The specific weekly schedule will be discussed during the hiring process.Please mention the word **INNOCUOUS** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
Social Media Coordinator,The Nature Conservancy,"Washington, Washington, District of Columbia, United States","design, customer support, dev, marketing, travel, exec, finance, ops, sales, medical, ads, ecommerce, digital nomad, coordinator, strategy, web dev, speech, education, content writing, stats, recruiter, social media",0,0,2026-07-01T19:50:14+00:00,https://remoteOK.com/remote-jobs/remote-social-media-coordinator-the-nature-conservancy-1134360,"To ensure a timely and efficient hiring process, this posting will remain open for 7 days from the date of posting. We encourage interested candidates to apply as soon as possible, as applications may no longer be accepted after the closing date.What We Can Achieve TogetherThe Social Media Coordinator plays a critical role in supporting the day-to-day execution of The Nature Conservancyâs flagship social media presence, helping cultivate and engage a global community connected by a shared love of nature. This role is responsible for daily publishing, supports light-lift content creation and facilitates community engagement across TNCâs primary social media channels, ensuring content is timely, strategic and optimized for each platform.This role uses performance insights and platform best practices to inform publishing decisions and collaborates closely with marketing colleagues across the organization to source and prioritize content. Through thoughtful community management, this role helps strengthen TNCâs relationship with social audiences and advance the organizationâs mission by encouraging awareness, engagement and action.Weâre Looking For YouThe Social Media Coordinator supports and executes daily social media activities across TNCâs flagship channels, including Instagram, Facebook, LinkedIn, X, TikTok, Threads, Bluesky, YouTube and emerging platforms. The role fosters dialogue, builds community and supports organizational priorities by publishing platform-appropriate content provided by internal partners and engaging directly with followers through comments, replies and direct messages.This position serves as a key point of coordination for social content, supporting the intake, preparation, editing and scheduling of assets contributed by teams across the organization. In addition, the role supports lightâlift content creation associated with publishingâsuch as drafting copy and sourcing assets for timely social posts tied to media coverage, web and blog content, leadership activity or campaign moments. In partnership with the Social Media Strategist, this role maintains and updates the social media content calendar and publishing tools, continually adjusting posting cadence, timing and format based on performance data. The Social Media Coordinator also plays a supporting role in reinforcing best practices across TNCâs broader social media network.Responsibilities And ScopeSupports dayâtoâday planning, scheduling and publishing of content across TNCâs flagship social media channels.Maintains and updates the social media calendar, making realâtime publishing decisions to respond to shifting priorities, cultural moments and performance insights.Sources, organizes and edits content from internal stakeholders, marketing partners and existing TNC assets; identifies opportunities to repurpose or resurface highâperforming content.Supports lightâlift content preparation related to social publishing, including drafting copy and sourcing assets as needed.Plays a key role in coordinating social content across teams, ensuring assets from across the organization are prepared for publishing, properly tagged, tracked and scheduled for optimal performance.Executes daily community management, including monitoring and responding to comments, replies and direct messages in alignment with brand voice and engagement guidelines.Collaborates crossâfunctionally with internal teams to support campaigns, editorial priorities and timely organizational messaging.Stays current on emerging social media trends, formats, tools and platform updates to inform experimentation and continuous improvement.Uses social media management tools (e.g., Sprout Social, Canva, Asana) to support efficient workflow and execution.Coordinates projects and completes assigned work within agreedâupon timelines, exercising sound judgment and independent decision making within established guidelines.Occasional travel is required for business meetings and events, trainings, and/or team retreats and meetings.Requires occasional evening and weekend hours.Other duties as assigned.What Youâll BringBachelorâs degree in related field and a minimum of 2 yearsâ related experience or equivalent combination of education and experience.Experience organizing and coordinating projects.Experience proofreading and editing business documents.Desired QualificationsExperience proofreading and editing communications materials.Interest in social media platforms, digital culture, trends and audience behavior.Experience using social media management and analytics tools.Knowledge of social media performance metrics.Ability to collaborate crossâfunctionally and explain social media best practices to nonâsocial partners.Experience developing social media content.Practical understanding of marketing and communications concepts.Experience managing customer/colleague relationships.Highly motivated with strong organizational skills and attention to detail.Experience supporting missionâdriven or valuesâbased organizations.Multi-cultural or cross-cultural experience preferred.Salary InformationThe starting pay range for a candidate selected for this position is generally within the range of $27.88 - $40.42 per hour. This range only applies to candidates whose country of employment is the USA. Where a successful candidateâs actual pay will fall within this range will be based on a variety of factors, including, for example, the candidate's location, qualifications, specific skills, and experience. Please note countries outside the USA would have a different pay range in the local currency based on the local labor market, and not tied to USA pay or ranges. Your geographic location will be confirmed during the recruitment.Who We AreThe Nature Conservancyâs mission is to protect the lands and waters upon which all life depends. As a science-based organization, we create innovative, on-the-ground solutions to our worldâs toughest challenges so that we can create a world in which people and nature thrive. Weâre rooted in our mission and guided by our values, which include respect for all people, communities, and cultures. Whether itâs career development, flexible schedules, or a rewarding mission, thereâs many reasons to love life inside TNC. Want a better insight to TNC? Check out our TNC Talent playlist on YouTube to hear stories from staff or visit Glassdoor.One goal is to cultivate an inclusive work environment so that all our colleagues around the globe feel a sense of belonging and that their unique contributions to our mission are valued. In addition to the requirements in our job postings, we recognize that people come with talent and experiences outside of a job and consider each applicantâs unique experience. Please apply â weâd love to hear from you. To quote a popular saying at TNC, âyouâll join for the mission, and stay for the people.âWhat We BringSince 1951, TNC has been doing work you can believe in. Through grassroots action, we have grown from a small non-profit into one of the most effective and wide-reaching environmental organizations in the world. Thanks to more than 1 million members, over 400 scientists, and the dedicated efforts of our diverse staff and partners, we impact conservation around the world!TNC offers a competitive, comprehensive benefits package including health care benefits, flexible spending accounts, a 401(k) plan with an 8% employer match, parental leave, accrued paid time off, life insurance, disability coverage, employee assistance program, other life and work well-being benefits. Learn more about our Benefits and Perks here.Weâre proud to offer a flexible work environment that supports of the health and well-being of the people we employ.Our recruiting process includes a rolling interview process to ensure we engage applicants in a timely manner. This means we may review applications in the order in which they are received. Once a strong candidate pool is identified, the role will be unposted. The timeline may vary depending on the expressed interest in the role, so we highly encourage candidates to apply as soon as possible.Employees must submit their application by logging into Workday and applying via the Jobs Hub.The Nature Conservancy is an Equal Opportunity Employer. Our commitment to equal employment opportunity includes the recognition that our conservation mission is best advanced by the leadership and contributions of people of all backgrounds, beliefs, and culture. Recruiting and mentoring staff to create an inclusive organization is a priority, and we encourage applicants from all cultures, races, colors, religions, sexes, national or regional origins, ages, disability status, sexual orientation, gender identity, military, protected veteran status or other status protected by law.The successful applicant must meet the requirements of The Nature Conservancy's background screening process.Do you have military experience? Visit our U.S. Military Skills Translator to match your military experience with our current job openings!TNC is committed to offering accommodations for qualified individuals with disabilities and disabled veterans in our job application process. If you need assistance or an accommodation due to a disability, please send a note to applyhelp@tnc.org with Request for Accommodation in the subject line.Please mention the word **VIRTUOUSLY** and tag RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY= when applying to show you read the job post completely (#RMjQwMjplMjgwOjIxYjA6NWQ0OjNjNzU6NDVkYjo4ZTA0OjgwZmY=). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
